,payment_sequential,payment_type,payment_installments,payment_value
8513,2,voucher,1,238.0
8514,1,credit_card,3,74.17
8515,1,credit_card,3,227.27
8516,1,credit_card,3,117.1
8517,1,credit_card,1,40.95
8518,1,credit_card,4,315.26
8519,1,credit_card,3,192.98
8520,1,credit_card,8,166.98
8521,1,boleto,1,128.62
8522,1,boleto,1,380.66
8523,1,credit_card,2,44.0
8524,1,credit_card,3,164.55
8525,1,credit_card,2,116.36
8526,1,boleto,1,450.19
8527,1,credit_card,10,144.68
8528,1,credit_card,10,231.27
8529,1,credit_card,1,122.8
8530,1,boleto,1,240.78
8531,1,boleto,1,15.62
8532,1,credit_card,2,128.27
8533,1,debit_card,1,207.98
8534,1,credit_card,7,75.65
8535,1,credit_card,2,75.58
8536,1,boleto,1,44.69
8537,1,boleto,1,138.6
8538,1,credit_card,8,1116.81
8539,1,boleto,1,175.08
8540,1,credit_card,1,99.37
8541,1,credit_card,2,85.15
8542,1,credit_card,1,49.32
8543,1,credit_card,6,190.2
8544,1,credit_card,2,102.18
8545,1,credit_card,6,257.73
8546,1,credit_card,1,153.5
8547,1,credit_card,1,188.89
8548,1,credit_card,1,72.98
8549,2,credit_card,1,14.0
8550,1,credit_card,8,227.71
8551,1,credit_card,10,1738.17
8552,1,credit_card,4,43.22
8553,1,credit_card,6,120.68
8554,1,credit_card,1,63.9
8555,1,credit_card,6,63.23
8556,2,voucher,1,21.44
8557,1,credit_card,2,73.56
8558,1,credit_card,1,81.82
8559,1,credit_card,1,44.75
8560,1,boleto,1,138.6
8561,1,credit_card,2,176.97
8562,1,boleto,1,98.16
8563,1,boleto,1,100.09
8564,1,credit_card,7,72.02
8565,1,credit_card,1,113.08
8566,1,boleto,1,97.21
8567,1,boleto,1,19.48
8568,3,voucher,1,135.66
8569,1,credit_card,3,139.68
8570,2,voucher,1,100.0
8571,1,credit_card,1,79.53
8572,1,credit_card,4,216.6
8573,1,credit_card,4,182.84
8574,1,credit_card,2,90.62
8575,1,credit_card,10,106.62
8576,1,credit_card,3,33.01
8577,1,credit_card,9,96.22
8578,1,credit_card,8,117.58
8579,1,credit_card,2,22.39
8580,1,boleto,1,60.53
8581,1,credit_card,2,226.87
8582,1,credit_card,1,79.48
8583,1,credit_card,5,64.34
8584,1,credit_card,1,154.9
8585,1,credit_card,2,123.01
8586,1,credit_card,5,284.9
8587,1,boleto,1,83.25
8588,1,boleto,1,207.1
8589,1,boleto,1,114.84
8590,1,credit_card,1,8.77
8591,1,credit_card,2,75.07
8592,1,credit_card,3,71.04
8593,1,credit_card,1,69.13
8594,1,credit_card,2,44.59
8595,1,credit_card,6,253.22
8596,1,credit_card,1,48.31
8597,1,credit_card,7,116.36
8598,1,credit_card,3,38.69
8599,1,credit_card,4,42.0
8600,1,credit_card,1,88.16
8601,1,credit_card,1,14.2
8602,1,boleto,1,49.63
8603,1,debit_card,1,56.17
8604,2,voucher,1,12.95
8605,1,credit_card,5,188.85
8606,1,credit_card,1,111.03
8607,1,boleto,1,56.77
8608,1,credit_card,8,621.78
8609,1,credit_card,8,453.58
8610,1,boleto,1,190.62
8611,1,boleto,1,83.05
8612,1,credit_card,1,50.35
8613,1,credit_card,5,231.14
8614,1,credit_card,2,152.72
8615,1,boleto,1,55.79
8616,1,boleto,1,171.38
8617,1,boleto,1,44.05
8618,1,credit_card,1,49.32
8619,1,credit_card,10,308.72
8620,1,boleto,1,80.87
8621,1,credit_card,1,207.09
8622,1,credit_card,6,346.38
8623,1,credit_card,6,69.7
8624,1,boleto,1,66.66
8625,1,credit_card,10,719.15
8626,1,credit_card,1,41.09
8627,2,voucher,1,57.98
8628,1,credit_card,1,50.95
8629,1,boleto,1,839.49
8630,1,boleto,1,137.6
8631,1,boleto,1,60.79
8632,1,credit_card,10,115.66
8633,1,voucher,1,134.66
8634,1,credit_card,5,100.82
8635,1,boleto,1,114.84
8636,1,credit_card,6,113.86
8637,1,credit_card,2,185.07
8638,1,credit_card,5,58.27
8639,1,credit_card,1,74.05
8640,1,boleto,1,60.1
8641,1,credit_card,2,142.96
8642,1,voucher,1,52.1
8643,1,boleto,1,193.22
8644,1,credit_card,2,119.88
8645,1,credit_card,3,87.98
8646,1,credit_card,2,56.29
8647,1,credit_card,1,99.54
8648,1,credit_card,8,82.5
8649,1,credit_card,1,35.0
8650,1,credit_card,1,96.32
8651,1,credit_card,6,67.3
8652,1,credit_card,3,63.65
8653,1,credit_card,3,236.75
8654,1,credit_card,5,135.62
8655,1,boleto,1,250.4
8656,1,credit_card,1,134.6
8657,1,credit_card,1,60.0
8658,1,credit_card,3,94.12
8659,1,credit_card,6,60.7
8660,1,credit_card,6,65.05
8661,1,boleto,1,137.58
8662,1,credit_card,1,2039.2
8663,1,boleto,1,99.91
8664,1,boleto,1,76.6
8665,1,boleto,1,61.09
8666,1,boleto,1,94.76
8667,1,credit_card,3,147.15
8668,1,credit_card,1,88.67
8669,1,debit_card,1,221.8
8670,1,credit_card,1,142.6
8671,1,credit_card,5,313.85
8672,1,credit_card,5,65.62
8673,1,credit_card,1,71.84
8674,1,boleto,1,44.19
8675,1,debit_card,1,87.88
8676,1,credit_card,2,58.59
8677,1,credit_card,3,74.87
8678,1,boleto,1,112.3
8679,1,boleto,1,242.03
8680,1,credit_card,2,54.16
8681,2,voucher,1,51.04
8682,1,boleto,1,114.69
8683,1,credit_card,1,115.57
8684,1,credit_card,1,26.63
8685,1,boleto,1,1215.42
8686,1,credit_card,2,75.97
8687,1,credit_card,5,121.17
8688,2,voucher,1,20.0
8689,2,voucher,1,20.0
8690,1,credit_card,1,120.09
8691,1,boleto,1,100.83
8692,1,credit_card,1,8.9
8693,1,credit_card,8,91.18
8694,1,credit_card,1,63.1
8695,2,voucher,1,151.98
8696,1,credit_card,4,174.56
8697,1,credit_card,1,36.49
8698,1,credit_card,1,26.38
8699,1,credit_card,2,105.92
8700,1,credit_card,2,937.49
8701,3,voucher,1,9.27
8702,1,boleto,1,538.4
8703,1,boleto,1,135.62
8704,1,voucher,1,32.07
8705,1,credit_card,2,206.84
8706,1,credit_card,2,28.0
8707,1,credit_card,3,142.31
8708,1,credit_card,1,127.92
8709,1,credit_card,4,205.1
8710,1,debit_card,1,51.53
8711,1,credit_card,1,340.13
8712,1,credit_card,5,124.83
8713,1,credit_card,1,104.39
8714,1,credit_card,1,48.37
8715,1,credit_card,1,33.23
8716,1,boleto,1,31.33
8717,1,boleto,1,181.47
8718,1,credit_card,5,1071.1
8719,1,credit_card,8,344.27
8720,1,credit_card,1,30.27
8721,13,voucher,1,4.74
8722,1,credit_card,3,78.37
8723,1,credit_card,1,34.03
8724,1,credit_card,1,75.42
8725,1,credit_card,2,64.1
8726,1,boleto,1,38.13
8727,1,credit_card,4,591.88
8728,1,credit_card,3,192.98
8729,1,credit_card,8,115.35
8730,1,boleto,1,159.69
8731,1,credit_card,2,64.37
8732,1,credit_card,1,65.32
8733,1,credit_card,1,105.22
8734,1,credit_card,1,113.15
8735,1,credit_card,4,375.93
8736,1,credit_card,7,135.08
8737,1,credit_card,8,196.7
8738,1,credit_card,1,46.78
8739,1,boleto,1,144.12
8740,1,credit_card,1,21.39
8741,1,credit_card,1,30.66
8742,1,credit_card,1,116.85
8743,1,boleto,1,56.64
8744,1,credit_card,1,61.73
8745,1,credit_card,1,204.75
8746,1,credit_card,6,63.5
8747,1,credit_card,3,230.52
8748,1,voucher,1,88.32
8749,1,boleto,1,846.72
8750,1,credit_card,2,58.0
8751,1,credit_card,1,486.69
8752,1,credit_card,4,45.66
8753,1,credit_card,5,53.75
8754,1,credit_card,8,573.33
8755,1,credit_card,2,136.2
8756,1,boleto,1,62.1
8757,1,credit_card,1,53.37
8758,1,credit_card,5,161.48
8759,1,credit_card,8,240.4
8760,1,credit_card,2,166.81
8761,1,credit_card,7,130.56
8762,1,boleto,1,44.82
8763,1,credit_card,1,76.08
8764,1,credit_card,1,5.34
8765,1,voucher,1,141.81
8766,1,credit_card,4,146.02
8767,1,credit_card,1,45.05
8768,1,credit_card,3,151.06
8769,1,credit_card,8,353.07
8770,1,credit_card,1,75.53
8771,1,boleto,1,53.71
8772,1,credit_card,1,88.65
8773,1,credit_card,1,34.31
8774,1,credit_card,3,71.14
8775,2,voucher,1,44.92
8776,1,credit_card,2,276.84
8777,1,voucher,1,12.55
8778,1,credit_card,3,100.34
8779,1,credit_card,1,387.99
8780,1,credit_card,1,1.42
8781,1,credit_card,3,193.22
8782,1,boleto,1,50.34
8783,1,credit_card,2,52.58
8784,1,credit_card,8,94.67
8785,1,credit_card,8,343.55
8786,1,credit_card,8,173.82
8787,1,boleto,1,32.38
8788,1,credit_card,2,128.88
8789,1,credit_card,1,47.53
8790,1,credit_card,2,127.29
8791,1,boleto,1,206.92
8792,1,credit_card,2,102.96
8793,1,credit_card,1,136.9
8794,1,boleto,1,56.78
8795,1,debit_card,1,70.05
8796,1,credit_card,2,54.44
8797,1,credit_card,6,60.27
8798,1,credit_card,1,25.71
8799,1,credit_card,1,16.98
8800,1,boleto,1,63.1
8801,1,credit_card,4,209.53
8802,1,credit_card,4,152.92
8803,1,boleto,1,99.35
8804,1,credit_card,5,148.78
8805,1,credit_card,1,50.7
8806,1,credit_card,1,42.41
8807,1,credit_card,4,179.22
8808,2,credit_card,1,21.21
8809,1,credit_card,4,213.81
8810,1,credit_card,6,167.48
8811,1,credit_card,5,112.49
8812,1,credit_card,1,22.69
8813,1,credit_card,3,260.0
8814,1,credit_card,1,42.22
8815,1,boleto,1,419.89
8816,1,credit_card,3,143.24
8817,1,credit_card,2,120.17
8818,1,credit_card,2,102.66
8819,1,boleto,1,64.36
8820,3,voucher,1,20.0
8821,1,credit_card,6,65.71
8822,1,credit_card,1,91.28
8823,1,boleto,1,232.23
8824,1,credit_card,1,150.7
8825,1,credit_card,3,102.27
8826,1,boleto,1,155.49
8827,1,boleto,1,803.92
8828,1,credit_card,3,36.35
8829,1,boleto,1,55.1
8830,1,boleto,1,43.09
8831,1,credit_card,7,342.02
8832,1,credit_card,1,328.62
8833,1,credit_card,1,98.33
8834,3,voucher,1,7.15
8835,1,credit_card,10,123.05
8836,1,credit_card,10,117.03
8837,1,credit_card,3,403.8
8838,1,boleto,1,107.37
8839,1,credit_card,4,43.27
8840,1,credit_card,2,70.06
8841,1,credit_card,1,92.21
8842,1,credit_card,1,97.65
8843,1,credit_card,6,179.3
8844,1,boleto,1,70.35
8845,1,credit_card,10,518.59
8846,1,boleto,1,38.39
8847,1,boleto,1,154.53
8848,1,boleto,1,70.72
8849,1,credit_card,4,49.42
8850,1,credit_card,2,136.49
8851,1,credit_card,2,77.38
8852,1,credit_card,3,174.11
8853,1,credit_card,1,212.61
8854,1,credit_card,1,57.6
8855,1,credit_card,1,99.43
8856,1,credit_card,1,166.35
8857,1,boleto,1,92.2
8858,1,credit_card,5,118.48
8859,1,credit_card,3,194.11
8860,1,credit_card,3,311.53
8861,1,credit_card,8,433.05
8862,1,voucher,1,115.45
8863,1,boleto,1,39.09
8864,1,credit_card,4,137.07
8865,1,credit_card,2,36.52
8866,1,credit_card,4,145.97
8867,1,credit_card,1,117.27
8868,1,credit_card,1,58.72
8869,3,voucher,1,40.46
8870,1,boleto,1,186.0
8871,1,credit_card,8,404.17
8872,1,boleto,1,101.28
8873,1,boleto,1,333.85
8874,1,boleto,1,267.79
8875,1,boleto,1,42.07
8876,1,credit_card,1,96.81
8877,1,credit_card,2,67.24
8878,2,voucher,1,133.24
8879,1,boleto,1,386.98
8880,1,credit_card,8,270.66
8881,1,credit_card,2,134.9
8882,1,boleto,1,77.57
8883,1,credit_card,2,79.61
8884,1,credit_card,2,134.56
8885,1,credit_card,10,249.62
8886,1,credit_card,5,56.95
8887,2,voucher,1,117.43
8888,1,credit_card,2,88.89
8889,1,credit_card,8,203.39
8890,1,credit_card,4,182.76
8891,1,boleto,1,52.59
8892,1,credit_card,10,186.43
8893,1,boleto,1,519.48
8894,1,credit_card,6,1124.87
8895,1,credit_card,1,41.25
8896,1,credit_card,1,93.1
8897,1,credit_card,3,142.1
8898,1,debit_card,1,117.49
8899,1,credit_card,1,87.58
8900,1,credit_card,3,126.92
8901,1,boleto,1,166.19
8902,1,credit_card,6,148.19
8903,1,credit_card,1,65.5
8904,1,credit_card,2,90.19
8905,1,credit_card,1,46.56
8906,1,credit_card,3,151.68
8907,1,credit_card,8,81.29
8908,2,voucher,1,334.65
8909,1,credit_card,10,610.96
8910,1,credit_card,1,1.76
8911,1,credit_card,1,28.88
8912,1,credit_card,1,92.57
8913,1,credit_card,1,41.79
8914,1,credit_card,2,151.99
8915,1,boleto,1,260.06
8916,1,credit_card,8,376.26
8917,2,voucher,1,5.15
8918,1,credit_card,3,113.97
8919,1,credit_card,1,138.06
8920,1,credit_card,1,36.19
8921,1,boleto,1,38.68
8922,1,boleto,1,114.74
8923,1,credit_card,2,261.16
8924,1,credit_card,9,458.38
8925,1,credit_card,5,61.63
8926,1,credit_card,10,226.74
8927,2,voucher,1,4.05
8928,1,credit_card,2,194.12
8929,1,credit_card,1,78.01
8930,1,credit_card,10,162.66
8931,1,boleto,1,31.1
8932,1,credit_card,3,195.0
8933,1,credit_card,4,65.71
8934,1,credit_card,1,31.91
8935,1,credit_card,1,37.0
8936,1,credit_card,1,39.1
8937,1,credit_card,4,93.78
8938,1,boleto,1,58.17
8939,1,credit_card,3,100.53
8940,1,credit_card,1,37.37
8941,1,credit_card,3,91.08
8942,1,boleto,1,81.34
8943,1,credit_card,1,111.61
8944,1,credit_card,1,31.75
8945,1,boleto,1,87.13
8946,2,voucher,1,100.0
8947,1,credit_card,4,113.14
8948,1,credit_card,2,49.95
8949,1,credit_card,6,261.76
8950,1,credit_card,1,206.06
8951,1,credit_card,1,150.0
8952,1,credit_card,1,123.87
8953,1,credit_card,6,127.02
8954,1,voucher,1,55.05
8955,1,credit_card,4,75.17
8956,1,credit_card,8,86.18
8957,1,voucher,1,67.16
8958,1,boleto,1,65.0
8959,1,credit_card,2,137.45
8960,1,credit_card,3,193.31
8961,1,credit_card,1,137.18
8962,1,credit_card,1,33.22
8963,1,debit_card,1,135.6
8964,1,boleto,1,113.43
8965,1,credit_card,1,28.72
8966,1,credit_card,1,93.54
8967,2,voucher,1,70.67
8968,1,credit_card,3,125.77
8969,1,boleto,1,72.45
8970,1,credit_card,2,164.71
8971,1,boleto,1,256.22
8972,1,credit_card,1,44.63
8973,1,credit_card,1,23.46
8974,1,credit_card,8,779.77
8975,1,credit_card,1,47.27
8976,1,boleto,1,69.9
8977,1,credit_card,1,271.23
8978,1,credit_card,1,15.25
8979,1,credit_card,3,39.94
8980,1,credit_card,2,139.71
8981,1,boleto,1,212.4
8982,1,credit_card,2,70.49
8983,1,credit_card,3,73.06
8984,1,credit_card,4,49.59
8985,1,credit_card,1,96.52
8986,1,credit_card,6,125.15
8987,1,credit_card,3,70.74
8988,1,credit_card,6,89.91
8989,1,credit_card,5,184.71
8990,1,credit_card,2,156.22
8991,1,credit_card,4,80.89
8992,1,credit_card,1,66.64
8993,1,credit_card,2,52.85
8994,1,credit_card,2,56.69
8995,1,credit_card,1,4.18
8996,1,credit_card,1,178.03
8997,1,credit_card,1,74.88
8998,1,credit_card,1,45.22
8999,1,credit_card,2,128.88
9000,1,credit_card,1,45.0
9001,1,credit_card,4,42.27
9002,1,boleto,1,66.6
9003,1,credit_card,10,1150.54
9004,1,credit_card,2,149.36
9005,1,credit_card,3,65.41
9006,1,credit_card,2,71.04
9007,1,credit_card,1,7.42
9008,1,boleto,1,59.68
9009,1,boleto,1,260.49
9010,1,credit_card,1,64.0
9011,1,credit_card,3,187.73
9012,1,credit_card,2,73.88
9013,1,credit_card,3,153.92
9014,1,voucher,1,123.53
9015,1,boleto,1,69.12
9016,1,credit_card,10,513.37
9017,1,credit_card,3,35.33
9018,1,credit_card,2,194.0
9019,1,boleto,1,67.5
9020,1,credit_card,6,160.65
9021,1,credit_card,2,109.13
9022,1,debit_card,1,106.82
9023,1,debit_card,1,44.2
9024,1,credit_card,2,112.08
9025,1,boleto,1,95.21
9026,1,credit_card,3,79.44
9027,1,boleto,1,23.78
9028,1,credit_card,6,157.55
9029,1,credit_card,1,214.0
9030,1,credit_card,1,79.77
9031,1,credit_card,8,178.27
9032,1,credit_card,4,49.42
9033,1,credit_card,10,275.56
9034,1,credit_card,3,167.45
9035,1,credit_card,1,37.38
9036,1,credit_card,1,236.86
9037,1,credit_card,5,283.2
9038,1,credit_card,10,102.87
9039,1,credit_card,2,121.55
9040,1,credit_card,1,97.65
9041,1,credit_card,3,166.59
9042,1,credit_card,2,25.09
9043,1,boleto,1,198.07
9044,1,boleto,1,72.6
9045,1,credit_card,4,40.79
9046,1,credit_card,1,60.1
9047,1,credit_card,1,19.64
9048,1,boleto,1,120.32
9049,1,credit_card,8,121.76
9050,1,boleto,1,74.16
9051,1,boleto,1,177.38
9052,1,credit_card,2,504.3
9053,1,credit_card,3,165.7
9054,1,credit_card,3,127.99
9055,1,credit_card,2,49.31
9056,1,credit_card,1,33.56
9057,1,credit_card,4,85.14
9058,1,credit_card,1,535.9
9059,1,credit_card,1,16.87
9060,1,credit_card,2,106.38
9061,1,boleto,1,417.45
9062,1,credit_card,3,98.97
9063,1,credit_card,3,178.0
9064,1,credit_card,2,68.04
9065,6,voucher,1,9.73
9066,1,credit_card,6,148.2
9067,1,credit_card,2,151.95
9068,1,credit_card,2,87.86
9069,1,credit_card,1,88.08
9070,1,credit_card,6,162.65
9071,1,credit_card,3,97.87
9072,1,credit_card,10,347.26
9073,1,credit_card,8,333.81
9074,1,credit_card,3,56.68
9075,2,voucher,1,20.0
9076,1,credit_card,3,197.35
9077,1,credit_card,7,484.09
9078,1,credit_card,1,38.75
9079,1,credit_card,1,34.86
9080,1,boleto,1,52.1
9081,1,credit_card,1,40.34
9082,1,credit_card,5,264.29
9083,1,credit_card,2,57.6
9084,1,credit_card,2,143.66
9085,1,credit_card,6,215.06
9086,1,credit_card,4,91.19
9087,1,credit_card,1,37.84
9088,1,boleto,1,368.06
9089,1,credit_card,8,358.83
9090,1,credit_card,3,131.35
9091,1,credit_card,1,166.72
9092,1,credit_card,1,219.18
9093,1,credit_card,1,47.31
9094,1,credit_card,10,223.93
9095,1,credit_card,5,117.77
9096,1,credit_card,1,55.62
9097,1,credit_card,8,168.32
9098,1,credit_card,2,109.07
9099,1,credit_card,1,41.22
9100,1,boleto,1,54.06
9101,1,voucher,1,73.7
9102,4,voucher,1,20.0
9103,1,credit_card,3,156.99
9104,14,voucher,1,7.11
9105,1,credit_card,2,106.31
9106,1,credit_card,1,37.68
9107,1,boleto,1,78.99
9108,1,boleto,1,77.13
9109,1,credit_card,2,79.68
9110,1,credit_card,3,82.98
9111,1,credit_card,4,215.14
9112,1,credit_card,2,42.2
9113,1,credit_card,1,46.76
9114,1,credit_card,1,82.39
9115,1,credit_card,10,373.13
9116,1,credit_card,3,122.65
9117,1,credit_card,1,5.1
9118,1,credit_card,1,118.79
9119,1,boleto,1,65.09
9120,1,credit_card,9,92.54
9121,1,credit_card,5,134.9
9122,1,boleto,1,61.59
9123,1,credit_card,3,37.77
9124,1,credit_card,1,151.86
9125,1,credit_card,1,87.1
9126,1,credit_card,1,25.39
9127,1,credit_card,1,113.17
9128,1,boleto,1,51.1
9129,1,boleto,1,36.96
9130,1,credit_card,10,117.2
9131,1,debit_card,1,73.06
9132,1,credit_card,4,134.06
9133,1,credit_card,4,318.7
9134,1,credit_card,1,43.55
9135,1,credit_card,3,139.97
9136,3,voucher,1,20.0
9137,1,credit_card,10,121.83
9138,1,credit_card,1,19.64
9139,1,credit_card,6,104.28
9140,1,credit_card,2,165.86
9141,1,credit_card,1,30.79
9142,1,boleto,1,217.61
9143,2,voucher,1,50.0
9144,1,credit_card,3,65.88
9145,1,boleto,1,76.57
9146,1,credit_card,2,20.86
9147,1,credit_card,2,57.68
9148,1,credit_card,1,53.1
9149,1,boleto,1,35.0
9150,1,credit_card,1,72.99
9151,1,credit_card,8,178.72
9152,1,credit_card,1,36.39
9153,1,credit_card,8,211.87
9154,3,voucher,1,194.88
9155,1,credit_card,7,212.59
9156,1,credit_card,1,39.08
9157,1,credit_card,2,141.73
9158,1,credit_card,6,81.05
9159,1,credit_card,5,84.38
9160,1,credit_card,6,67.22
9161,1,credit_card,1,49.34
9162,1,boleto,1,140.65
9163,1,credit_card,6,87.64
9164,1,credit_card,1,274.43
9165,1,credit_card,8,86.22
9166,1,credit_card,10,836.37
9167,1,credit_card,3,116.23
9168,1,credit_card,1,60.42
9169,1,boleto,1,90.88
9170,1,credit_card,1,89.9
9171,3,voucher,1,20.0
9172,1,boleto,1,102.12
9173,1,credit_card,4,108.31
9174,1,credit_card,4,207.25
9175,1,credit_card,1,40.87
9176,2,voucher,1,111.26
9177,1,credit_card,3,68.63
9178,1,credit_card,2,144.21
9179,1,credit_card,2,114.75
9180,1,boleto,1,42.5
9181,1,boleto,1,61.37
9182,1,voucher,1,104.38
9183,1,credit_card,4,82.78
9184,1,credit_card,1,95.65
9185,1,credit_card,6,318.97
9186,1,credit_card,4,226.05
9187,1,boleto,1,87.3
9188,1,credit_card,1,85.14
9189,1,boleto,1,42.11
9190,1,credit_card,1,59.92
9191,1,credit_card,5,63.66
9192,1,credit_card,1,26.77
9193,1,credit_card,1,58.17
9194,1,boleto,1,66.05
9195,1,boleto,1,89.19
9196,1,boleto,1,83.41
9197,1,credit_card,1,45.95
9198,1,credit_card,7,382.22
9199,1,credit_card,4,214.73
9200,1,credit_card,1,82.7
9201,1,credit_card,2,27.77
9202,1,boleto,1,65.77
9203,5,voucher,1,20.0
9204,5,voucher,1,59.99
9205,1,boleto,1,224.17
9206,1,boleto,1,60.07
9207,1,credit_card,4,64.4
9208,1,credit_card,9,138.17
9209,1,boleto,1,815.43
9210,1,credit_card,2,168.65
9211,1,boleto,1,78.78
9212,1,credit_card,1,42.77
9213,2,voucher,1,50.0
9214,1,credit_card,1,450.16
9215,1,credit_card,1,92.59
9216,1,boleto,1,235.7
9217,1,boleto,1,74.97
9218,1,boleto,1,201.96
9219,1,credit_card,8,143.86
9220,1,credit_card,1,20.31
9221,1,credit_card,1,86.83
9222,1,credit_card,5,360.17
9223,1,credit_card,3,156.84
9224,1,credit_card,1,53.48
9225,2,voucher,1,100.0
9226,1,credit_card,9,210.31
9227,1,boleto,1,76.51
9228,1,boleto,1,188.5
9229,1,credit_card,2,40.99
9230,1,credit_card,3,55.84
9231,1,credit_card,2,101.25
9232,1,credit_card,7,372.64
9233,1,credit_card,1,309.22
9234,1,credit_card,4,47.47
9235,1,credit_card,4,42.47
9236,1,credit_card,12,503.68
9237,1,credit_card,2,56.62
9238,2,voucher,1,50.0
9239,1,credit_card,5,251.1
9240,1,boleto,1,125.75
9241,1,boleto,1,64.56
9242,1,credit_card,5,161.23
9243,1,credit_card,10,472.41
9244,1,credit_card,4,154.92
9245,1,boleto,1,52.96
9246,1,credit_card,1,97.3
9247,1,credit_card,4,212.28
9248,1,credit_card,3,567.3
9249,1,credit_card,3,89.19
9250,1,credit_card,6,64.86
9251,1,credit_card,2,91.5
9252,1,credit_card,2,230.96
9253,1,credit_card,10,521.37
9254,2,voucher,1,20.0
9255,2,voucher,1,11.58
9256,1,credit_card,1,64.1
9257,1,boleto,1,359.8
9258,1,credit_card,4,93.63
9259,1,credit_card,1,166.2
9260,1,credit_card,5,154.05
9261,2,voucher,1,100.0
9262,1,credit_card,1,47.53
9263,1,credit_card,1,7.9
9264,1,credit_card,10,503.0
9265,1,credit_card,3,164.79
9266,1,credit_card,8,228.14
9267,1,credit_card,3,470.0
9268,2,voucher,1,59.04
9269,1,credit_card,1,131.62
9270,3,voucher,1,25.0
9271,1,credit_card,7,202.06
9272,1,credit_card,3,178.1
9273,1,credit_card,1,123.52
9274,1,credit_card,1,47.96
9275,1,credit_card,3,274.74
9276,1,credit_card,4,43.0
9277,1,credit_card,8,181.6
9278,1,credit_card,3,51.46
9279,1,credit_card,1,56.05
9280,1,credit_card,1,47.03
9281,1,credit_card,3,196.92
9282,1,boleto,1,90.6
9283,1,credit_card,2,310.97
9284,1,credit_card,1,267.29
9285,1,credit_card,1,65.75
9286,1,credit_card,3,71.97
9287,1,credit_card,3,55.26
9288,1,credit_card,2,119.25
9289,1,credit_card,4,135.48
9290,1,boleto,1,30.69
9291,1,boleto,1,102.13
9292,1,boleto,1,210.58
9293,1,boleto,1,87.14
9294,1,credit_card,5,124.52
9295,1,boleto,1,112.3
9296,1,voucher,1,104.38
9297,1,boleto,1,366.65
9298,1,credit_card,4,73.13
9299,1,credit_card,1,15.71
9300,1,credit_card,2,235.92
9301,1,voucher,1,64.22
9302,1,credit_card,1,49.37
9303,1,credit_card,1,63.59
9304,1,credit_card,3,68.05
9305,1,boleto,1,117.94
9306,1,credit_card,3,74.03
9307,1,credit_card,2,90.28
9308,1,credit_card,1,37.13
9309,1,credit_card,8,566.19
9310,1,credit_card,2,190.98
9311,1,boleto,1,98.34
9312,1,boleto,1,43.05
9313,1,credit_card,5,173.7
9314,1,credit_card,3,61.42
9315,1,credit_card,3,81.65
9316,1,credit_card,10,669.71
9317,1,boleto,1,53.11
9318,1,credit_card,1,71.75
9319,1,voucher,1,2.61
9320,1,credit_card,1,216.0
9321,1,voucher,1,189.45
9322,1,voucher,1,37.26
9323,1,credit_card,11,113.46
9324,1,credit_card,5,252.8
9325,1,boleto,1,373.29
9326,1,credit_card,1,3.5
9327,1,voucher,1,94.4
9328,1,boleto,1,35.0
9329,1,credit_card,2,217.93
9330,1,credit_card,1,52.58
9331,1,credit_card,9,98.37
9332,1,credit_card,1,30.22
9333,1,credit_card,6,398.33
9334,1,credit_card,3,77.0
9335,1,credit_card,1,32.43
9336,1,credit_card,8,1121.44
9337,1,credit_card,1,19.33
9338,1,credit_card,4,79.74
9339,1,credit_card,1,134.19
9340,1,credit_card,1,64.42
9341,1,credit_card,8,849.45
9342,1,boleto,1,156.12
9343,1,boleto,1,199.29
9344,1,credit_card,2,73.72
9345,1,credit_card,4,106.17
9346,1,credit_card,3,97.72
9347,1,credit_card,8,274.63
9348,1,credit_card,10,133.2
9349,1,credit_card,1,62.72
9350,1,boleto,1,55.0
9351,1,boleto,1,117.63
9352,1,credit_card,1,40.54
9353,1,boleto,1,148.0
9354,1,boleto,1,137.36
9355,1,credit_card,1,104.62
9356,1,boleto,1,59.69
9357,1,credit_card,5,241.76
9358,1,credit_card,4,1338.51
9359,1,credit_card,4,45.01
9360,1,credit_card,1,64.41
9361,1,boleto,1,256.0
9362,1,credit_card,3,80.11
9363,1,boleto,1,169.0
9364,1,credit_card,2,89.96
9365,1,credit_card,3,36.78
9366,1,credit_card,1,57.24
9367,1,credit_card,1,256.43
9368,1,credit_card,8,87.32
9369,1,credit_card,2,101.2
9370,1,credit_card,4,166.58
9371,1,credit_card,4,43.0
9372,1,credit_card,3,196.99
9373,1,credit_card,2,69.05
9374,1,credit_card,2,228.41
9375,1,credit_card,4,274.97
9376,1,boleto,1,178.42
9377,1,boleto,1,72.62
9378,1,credit_card,4,188.94
9379,1,credit_card,1,81.79
9380,1,credit_card,3,83.41
9381,1,credit_card,1,106.87
9382,1,credit_card,1,14.0
9383,1,credit_card,2,142.01
9384,1,boleto,1,87.73
9385,2,voucher,1,40.85
9386,1,boleto,1,707.19
9387,1,credit_card,4,73.34
9388,1,credit_card,1,51.58
9389,1,credit_card,10,1348.67
9390,1,debit_card,1,95.76
9391,2,voucher,1,16.08
9392,1,credit_card,4,42.34
9393,1,boleto,1,66.14
9394,1,credit_card,3,73.34
9395,1,credit_card,3,106.07
9396,1,credit_card,10,108.51
9397,1,credit_card,2,95.57
9398,1,boleto,1,117.38
9399,1,credit_card,7,79.56
