,order_status,order_item_id,price,freight_value,final_price
26113,delivered,1,379.9,16.41,396.31
26114,delivered,1,78.0,18.43,96.43
26115,delivered,1,49.9,20.99,70.89
26116,delivered,1,52.9,9.27,62.17
26117,delivered,1,49.9,9.09,58.99
26118,delivered,1,148.0,30.11,178.11
26119,delivered,1,125.9,18.13,144.03
26120,delivered,1,84.6,9.41,94.01
26121,delivered,1,219.9,17.17,237.07
26122,delivered,1,79.9,11.17,91.07
26123,delivered,1,19.99,16.79,36.78
26124,delivered,1,109.9,21.26,131.16
26125,delivered,1,849.99,60.21,910.2
26126,delivered,1,28.9,15.3,44.2
26127,delivered,1,79.9,11.76,91.66
26128,delivered,1,18.24,12.79,31.03
26129,delivered,1,349.9,67.26,417.16
26130,delivered,1,24.87,25.38,50.25
26131,delivered,1,36.9,38.53,75.43
26132,delivered,1,69.9,12.48,82.38
26133,delivered,1,93.5,17.09,110.59
26134,delivered,1,249.88,8.61,258.49
26135,delivered,1,29.9,16.6,46.5
26136,delivered,1,53.9,10.13,64.03
26137,delivered,1,739.0,38.0,777.0
26138,delivered,1,102.9,29.12,132.02
26139,delivered,1,58.0,12.75,70.75
26140,delivered,1,59.99,15.63,75.62
26141,delivered,1,56.99,15.15,72.14
26142,delivered,1,49.99,7.61,57.6
26143,delivered,1,99.0,17.94,116.94
26144,delivered,1,49.9,20.75,70.65
26145,delivered,1,599.0,18.94,617.94
26146,delivered,1,27.99,18.3,46.29
26147,delivered,1,148.99,15.8,164.79
26148,delivered,1,219.99,26.38,246.37
26149,delivered,1,69.9,16.25,86.15
26150,delivered,1,572.0,34.21,606.21
26151,delivered,1,134.0,46.97,180.97
26152,delivered,2,150.0,18.79,168.79
26153,delivered,1,145.0,27.55,172.55
26154,delivered,1,27.9,25.63,53.53
26155,delivered,1,12.25,7.39,19.64
26156,delivered,1,79.0,14.3,93.3
26157,delivered,1,62.9,14.17,77.07
26158,delivered,1,52.99,17.62,70.61
26159,delivered,1,99.9,25.54,125.44
26160,delivered,1,189.99,68.02,258.01
26161,delivered,2,179.99,68.02,248.01
26162,delivered,1,29.1,18.89,47.99
26163,delivered,1,16.5,14.1,30.6
26164,delivered,1,111.38,16.41,127.79
26165,delivered,2,111.38,16.41,127.79
26166,delivered,1,689.9,98.81,788.71
26167,delivered,1,21.9,18.23,40.13
26168,delivered,1,48.9,17.92,66.82
26169,delivered,1,19.9,16.79,36.69
26170,delivered,1,15.99,7.78,23.77
26171,delivered,1,399.99,10.38,410.37
26172,delivered,1,18.99,16.05,35.04
26173,delivered,1,25.0,15.1,40.1
26174,delivered,1,69.0,14.23,83.23
26175,delivered,1,59.9,18.57,78.47
26176,delivered,1,339.0,18.13,357.13
26177,delivered,1,94.9,26.74,121.64
26178,delivered,1,109.9,21.41,131.31
26179,delivered,1,149.9,18.3,168.2
26180,delivered,1,157.77,12.6,170.37
26181,delivered,2,157.77,12.6,170.37
26182,delivered,1,196.8,35.14,231.94
26183,delivered,1,319.0,10.98,329.98
26184,delivered,1,24.9,16.11,41.01
26185,delivered,1,79.99,16.32,96.31
26186,delivered,2,79.99,16.32,96.31
26187,delivered,3,79.99,16.32,96.31
26188,delivered,1,105.0,9.85,114.85
26189,delivered,1,69.9,16.93,86.83
26190,delivered,2,69.9,16.93,86.83
26191,delivered,1,52.9,16.0,68.9
26192,delivered,1,73.5,15.26,88.76
26193,delivered,1,34.9,17.78,52.68
26194,delivered,2,34.9,17.78,52.68
26195,delivered,1,149.9,25.89,175.79
26196,delivered,1,135.0,27.68,162.68
26197,delivered,1,24.99,22.06,47.05
26198,delivered,2,29.99,22.06,52.05
26199,delivered,1,47.9,19.53,67.43
26200,delivered,1,249.9,33.98,283.88
26201,delivered,1,40.0,7.39,47.39
26202,delivered,1,49.0,16.05,65.05
26203,delivered,1,119.8,27.16,146.96
26204,delivered,1,39.0,18.23,57.23
26205,delivered,1,79.9,19.53,99.43
26206,delivered,1,599.8,18.95,618.75
26207,delivered,1,119.9,38.39,158.29
26208,delivered,1,127.0,15.64,142.64
26209,delivered,1,69.99,19.68,89.67
26210,delivered,2,69.99,19.68,89.67
26211,delivered,1,79.0,41.53,120.53
26212,delivered,1,299.99,19.38,319.37
26213,delivered,1,69.9,11.99,81.89
26214,delivered,1,44.9,8.47,53.37
26215,delivered,1,99.0,38.53,137.53
26216,delivered,1,120.7,16.6,137.3
26217,delivered,1,39.0,7.78,46.78
26218,delivered,2,29.0,7.78,36.78
26219,delivered,1,149.9,15.94,165.84
26220,delivered,2,149.9,15.94,165.84
26221,delivered,1,49.99,16.05,66.04
26222,delivered,1,146.99,20.52,167.51
26223,delivered,1,37.0,18.23,55.23
26224,delivered,1,75.0,23.11,98.11
26225,delivered,2,75.0,23.11,98.11
26226,delivered,1,15.99,11.73,27.72
26227,delivered,2,15.99,11.73,27.72
26228,delivered,1,67.0,9.27,76.27
26229,delivered,1,65.0,15.2,80.2
26230,delivered,1,28.8,18.23,47.03
26231,delivered,1,114.9,11.9,126.8
26232,delivered,1,71.9,18.38,90.28
26233,delivered,1,57.9,26.65,84.55
26234,delivered,1,17.99,7.78,25.77
26235,delivered,1,105.0,18.32,123.32
26236,delivered,1,340.99,81.62,422.61
26237,delivered,1,45.6,15.1,60.7
26238,delivered,1,16.99,14.1,31.09
26239,delivered,1,139.9,14.0,153.9
26240,delivered,1,29.9,9.34,39.24
26241,delivered,1,179.9,71.25,251.15
26242,delivered,1,99.0,33.08,132.08
26243,delivered,1,269.9,19.14,289.04
26244,delivered,1,61.9,16.19,78.09
26245,delivered,1,139.0,14.72,153.72
26246,delivered,1,59.9,14.13,74.03
26247,delivered,1,20.0,7.4,27.4
26248,delivered,1,99.9,19.67,119.57
26249,delivered,1,14.99,14.1,29.09
26250,delivered,1,18.0,8.29,26.29
26251,delivered,1,230.0,30.73,260.73
26252,delivered,1,26.0,18.28,44.28
26253,delivered,1,330.99,50.18,381.17
26254,delivered,1,40.0,13.62,53.62
26255,delivered,1,299.0,23.96,322.96
26256,delivered,2,299.0,23.96,322.96
26257,delivered,3,299.0,23.96,322.96
26258,delivered,1,310.99,27.02,338.01
26259,delivered,1,129.8,23.78,153.58
26260,delivered,1,129.49,22.21,151.7
26261,delivered,1,99.9,13.2,113.1
26262,delivered,2,99.9,13.2,113.1
26263,delivered,3,119.0,4.4,123.4
26264,delivered,4,99.9,13.2,113.1
26265,delivered,1,131.99,11.66,143.65
26266,delivered,2,131.99,11.66,143.65
26267,delivered,1,159.0,16.46,175.46
26268,delivered,2,159.0,16.46,175.46
26269,delivered,3,39.99,1.98,41.97
26270,delivered,1,59.9,65.23,125.13
26271,delivered,2,59.9,65.23,125.13
26272,shipped,1,47.6,15.1,62.7
26273,delivered,1,35.9,14.1,50.0
26274,delivered,1,59.9,16.18,76.08
26275,delivered,2,59.9,16.18,76.08
26276,delivered,1,34.99,7.78,42.77
26277,delivered,1,19.9,15.1,35.0
26278,delivered,1,119.9,15.59,135.49
26279,delivered,1,410.0,18.83,428.83
26280,delivered,1,65.99,11.96,77.95
26281,delivered,1,75.0,13.08,88.08
26282,delivered,1,29.99,26.89,56.88
26283,delivered,1,40.9,35.67,76.57
26284,delivered,1,113.9,29.59,143.49
26285,delivered,1,39.9,15.1,55.0
26286,delivered,1,149.99,9.61,159.6
26287,delivered,1,89.9,13.65,103.55
26288,delivered,1,84.99,15.35,100.34
26289,delivered,1,85.5,13.04,98.54
26290,delivered,1,99.99,57.47,157.46
26291,delivered,1,44.9,9.0,53.9
26292,delivered,1,39.9,16.6,56.5
26293,delivered,1,85.0,15.47,100.47
26294,delivered,1,148.9,8.3,157.2
26295,delivered,1,139.99,17.79,157.78
26296,delivered,1,145.0,15.76,160.76
26297,delivered,1,145.0,18.26,163.26
26298,delivered,1,89.9,13.65,103.55
26299,shipped,1,199.9,19.99,219.89
26300,delivered,1,99.9,16.46,116.36
26301,delivered,1,89.9,17.88,107.78
26302,delivered,1,78.0,18.33,96.33
26303,delivered,2,29.0,18.33,47.33
26304,delivered,1,79.9,16.32,96.22
26305,delivered,1,119.5,27.1,146.6
26306,delivered,2,119.5,27.1,146.6
26307,delivered,1,100.0,38.97,138.97
26308,delivered,1,117.3,14.43,131.73
26309,delivered,1,25.0,8.72,33.72
26310,delivered,1,659.8,81.93,741.73
26311,delivered,1,19.99,17.63,37.62
26312,delivered,2,19.99,17.63,37.62
26313,delivered,1,50.9,17.61,68.51
26314,delivered,1,49.0,12.83,61.83
26315,delivered,1,115.0,18.69,133.69
26316,delivered,2,115.0,18.69,133.69
26317,delivered,1,119.9,14.59,134.49
26318,delivered,1,41.47,39.05,80.52
26319,delivered,2,34.85,33.48,68.33
26320,delivered,1,84.0,17.84,101.84
26321,delivered,1,28.99,7.46,36.45
26322,delivered,1,27.9,10.96,38.86
26323,delivered,1,15.0,8.72,23.72
26324,delivered,1,55.9,17.3,73.2
26325,delivered,1,36.9,7.39,44.29
26326,delivered,1,129.0,19.0,148.0
26327,delivered,1,30.49,11.98,42.47
26328,delivered,2,30.49,11.98,42.47
26329,delivered,3,39.99,0.01,40.0
26330,delivered,1,30.0,7.47,37.47
26331,delivered,1,228.0,18.31,246.31
26332,delivered,1,69.9,15.28,85.18
26333,delivered,1,49.99,7.78,57.77
26334,delivered,1,91.55,7.9,99.45
26335,delivered,1,59.9,24.62,84.52
26336,delivered,1,24.5,15.1,39.6
26337,delivered,1,29.99,14.52,44.51
26338,delivered,1,15.9,19.32,35.22
26339,delivered,2,15.9,19.32,35.22
26340,delivered,1,149.97,27.59,177.56
26341,delivered,1,21.1,9.34,30.44
26342,delivered,1,119.9,18.09,137.99
26343,delivered,1,109.9,38.32,148.22
26344,delivered,1,299.99,27.38,327.37
26345,delivered,1,56.97,16.16,73.13
26346,delivered,1,69.9,17.74,87.64
26347,delivered,1,29.9,7.71,37.61
26348,delivered,1,84.99,21.08,106.07
26349,delivered,1,109.9,15.52,125.42
26350,delivered,1,119.9,34.38,154.28
26351,delivered,1,56.99,15.15,72.14
26352,delivered,1,699.4,27.7,727.1
26353,delivered,1,18.9,25.63,44.53
26354,delivered,1,45.6,7.78,53.38
26355,delivered,1,29.99,14.08,44.07
26356,delivered,1,150.0,28.0,178.0
26357,delivered,1,89.9,19.32,109.22
26358,delivered,1,27.99,15.23,43.22
26359,delivered,1,177.99,16.0,193.99
26360,delivered,1,167.9,23.76,191.66
26361,delivered,1,34.9,14.52,49.42
26362,delivered,1,97.9,18.93,116.83
26363,delivered,1,29.9,15.1,45.0
26364,delivered,1,114.9,18.05,132.95
26365,delivered,1,110.0,0.0,110.0
26366,delivered,1,41.5,15.11,56.61
26367,delivered,1,34.0,10.96,44.96
26368,delivered,1,80.0,17.81,97.81
26369,delivered,1,36.9,19.45,56.35
26370,delivered,1,249.99,12.77,262.76
26371,delivered,1,119.9,18.94,138.84
26372,delivered,1,94.0,13.78,107.78
26373,delivered,1,129.99,26.96,156.95
26374,delivered,1,29.0,14.1,43.1
26375,delivered,1,34.3,8.11,42.41
26376,delivered,1,200.0,15.01,215.01
26377,delivered,1,13.9,8.29,22.19
26378,delivered,1,89.49,15.38,104.87
26379,delivered,1,149.0,26.32,175.32
26380,delivered,1,78.0,18.13,96.13
26381,delivered,1,29.0,14.1,43.1
26382,delivered,1,91.0,13.66,104.66
26383,delivered,1,84.9,17.84,102.74
26384,delivered,1,12.9,14.1,27.0
26385,delivered,1,209.0,45.28,254.28
26386,delivered,1,56.99,15.15,72.14
26387,delivered,1,62.8,14.19,76.99
26388,delivered,2,62.8,14.19,76.99
26389,delivered,1,48.5,22.27,70.77
26390,delivered,1,109.9,25.22,135.12
26391,delivered,1,99.0,14.44,113.44
26392,delivered,1,229.9,13.11,243.01
26393,delivered,1,109.9,14.52,124.42
26394,delivered,1,380.0,45.07,425.07
26395,delivered,1,99.9,15.46,115.36
26396,delivered,1,199.0,48.1,247.1
26397,shipped,1,34.0,18.23,52.23
26398,delivered,1,39.9,22.01,61.91
26399,delivered,2,99.0,22.01,121.01
26400,delivered,1,23.99,7.78,31.77
26401,delivered,1,149.91,31.8,181.71
26402,delivered,2,149.91,31.8,181.71
26403,delivered,3,149.91,31.8,181.71
26404,delivered,4,149.91,31.8,181.71
26405,delivered,1,129.99,11.73,141.72
26406,delivered,1,45.9,15.56,61.46
26407,delivered,1,59.99,16.39,76.38
26408,delivered,1,53.9,21.35,75.25
26409,delivered,2,53.9,21.35,75.25
26410,delivered,1,38.4,9.34,47.74
26411,delivered,2,38.4,9.34,47.74
26412,delivered,1,57.39,9.34,66.73
26413,delivered,1,89.9,12.13,102.03
26414,delivered,2,89.9,12.13,102.03
26415,delivered,1,15.75,14.52,30.27
26416,delivered,2,15.75,14.52,30.27
26417,delivered,1,79.9,18.44,98.34
26418,delivered,1,24.99,8.93,33.92
26419,delivered,1,180.0,16.89,196.89
26420,delivered,1,94.9,21.15,116.05
26421,delivered,2,94.9,21.15,116.05
26422,delivered,1,119.9,17.03,136.93
26423,delivered,1,49.0,11.85,60.85
26424,delivered,1,19.9,8.3,28.2
26425,delivered,1,46.99,15.43,62.42
26426,delivered,1,69.9,13.08,82.98
26427,delivered,1,300.0,35.9,335.9
26428,delivered,2,300.0,35.9,335.9
26429,shipped,1,169.9,32.22,202.12
26430,delivered,1,62.2,16.2,78.4
26431,delivered,1,69.99,23.21,93.2
26432,delivered,1,174.99,21.18,196.17
26433,delivered,1,43.9,15.56,59.46
26434,delivered,1,127.5,53.64,181.14
26435,delivered,1,55.0,18.27,73.27
26436,delivered,1,39.9,14.1,54.0
26437,delivered,1,89.9,14.71,104.61
26438,delivered,1,24.99,8.11,33.1
26439,delivered,1,15.49,18.23,33.72
26440,delivered,2,15.49,18.23,33.72
26441,delivered,1,63.99,12.89,76.88
26442,delivered,1,10.1,7.87,17.97
26443,delivered,1,29.9,63.61,93.51
26444,delivered,2,29.9,63.61,93.51
26445,delivered,1,49.99,12.65,62.64
26446,delivered,1,69.9,16.25,86.15
26447,delivered,1,388.35,76.67,465.02
26448,delivered,1,109.9,19.74,129.64
26449,delivered,1,96.0,8.79,104.79
26450,delivered,1,49.9,13.01,62.91
26451,delivered,1,44.99,19.04,64.03
26452,delivered,1,299.0,27.54,326.54
26453,delivered,1,132.2,16.03,148.23
26454,delivered,1,27.9,8.27,36.17
26455,delivered,1,599.99,34.95,634.94
26456,delivered,1,99.99,17.95,117.94
26457,delivered,2,99.99,17.95,117.94
26458,delivered,1,59.99,21.37,81.36
26459,delivered,2,59.99,16.03,76.02
26460,delivered,1,1890.0,46.99,1936.99
26461,delivered,1,27.0,11.21,38.21
26462,delivered,2,27.0,11.21,38.21
26463,delivered,1,129.0,20.14,149.14
26464,delivered,1,89.9,7.88,97.78
26465,delivered,1,81.99,17.01,99.0
26466,delivered,1,27.9,15.1,43.0
26467,delivered,1,159.99,17.56,177.55
26468,delivered,1,700.0,37.38,737.38
26469,delivered,2,700.0,37.38,737.38
26470,delivered,1,99.99,13.04,113.03
26471,delivered,1,22.0,17.6,39.6
26472,delivered,1,27.9,18.23,46.13
26473,delivered,1,110.0,67.14,177.14
26474,delivered,1,77.99,23.35,101.34
26475,delivered,1,164.9,13.81,178.71
26476,delivered,1,23.99,14.1,38.09
26477,delivered,1,139.9,20.22,160.12
26478,delivered,1,104.0,15.48,119.48
26479,delivered,1,348.9,118.06,466.96
26480,delivered,1,46.0,18.23,64.23
26481,delivered,1,56.99,11.9,68.89
26482,delivered,1,49.99,15.1,65.09
26483,delivered,1,29.3,12.79,42.09
26484,delivered,1,45.49,11.85,57.34
26485,delivered,1,34.99,14.55,49.54
26486,delivered,1,329.0,9.56,338.56
26487,delivered,1,129.9,15.66,145.56
26488,delivered,1,149.0,14.79,163.79
26489,delivered,1,48.99,24.9,73.89
26490,delivered,2,48.99,24.9,73.89
26491,delivered,1,31.9,12.48,44.38
26492,delivered,1,49.0,15.44,64.44
26493,delivered,1,48.9,9.09,57.99
26494,delivered,1,86.9,17.86,104.76
26495,delivered,1,159.9,20.36,180.26
26496,delivered,1,119.99,88.35,208.34
26497,delivered,1,65.0,21.53,86.53
26498,delivered,1,65.9,14.21,80.11
26499,delivered,1,79.9,9.37,89.27
26500,delivered,1,222.0,19.65,241.65
26501,delivered,1,25.99,7.78,33.77
26502,delivered,1,69.9,11.99,81.89
26503,delivered,1,149.99,9.86,159.85
26504,delivered,1,39.99,16.6,56.59
26505,delivered,1,35.0,12.43,47.43
26506,delivered,1,67.0,19.66,86.66
26507,delivered,1,45.0,16.11,61.11
26508,delivered,2,45.0,16.11,61.11
26509,delivered,1,42.5,19.95,62.45
26510,delivered,1,89.99,9.44,99.43
26511,delivered,1,49.9,8.51,58.41
26512,delivered,1,79.0,13.57,92.57
26513,delivered,1,150.0,26.33,176.33
26514,delivered,1,91.55,7.9,99.45
26515,delivered,2,91.55,7.9,99.45
26516,delivered,3,91.55,7.9,99.45
26517,delivered,4,91.55,7.9,99.45
26518,delivered,5,91.55,7.9,99.45
26519,delivered,1,120.0,16.6,136.6
26520,delivered,1,199.9,26.15,226.05
26521,delivered,1,119.9,13.86,133.76
26522,delivered,1,29.0,7.05,36.05
26523,delivered,2,29.0,7.05,36.05
26524,delivered,1,13.7,14.1,27.8
26525,delivered,1,138.0,48.41,186.41
26526,delivered,1,119.9,23.34,143.24
26527,delivered,1,48.5,7.6,56.1
26528,delivered,1,130.17,19.88,150.05
26529,delivered,1,550.0,145.99,695.99
26530,delivered,1,34.0,14.52,48.52
26531,delivered,1,69.9,12.62,82.52
26532,delivered,1,105.0,26.43,131.43
26533,delivered,1,109.9,14.94,124.84
26534,delivered,1,128.0,19.07,147.07
26535,delivered,1,1589.0,59.64,1648.64
26536,delivered,1,289.0,17.78,306.78
26537,delivered,1,10.5,18.23,28.73
26538,delivered,1,59.9,18.35,78.25
26539,delivered,1,44.9,16.11,61.01
26540,delivered,2,44.9,16.11,61.01
26541,delivered,1,89.99,26.25,116.24
26542,delivered,1,49.99,17.63,67.62
26543,delivered,1,122.3,19.83,142.13
26544,delivered,1,89.9,27.36,117.26
26545,delivered,1,149.9,12.75,162.65
26546,delivered,1,42.99,15.65,58.64
26547,delivered,1,45.33,9.94,55.27
26548,delivered,1,19.9,8.3,28.2
26549,delivered,1,152.9,18.32,171.22
26550,delivered,1,92.9,16.28,109.18
26551,delivered,1,215.0,17.95,232.95
26552,delivered,1,54.9,15.14,70.04
26553,delivered,1,99.9,21.5,121.4
26554,delivered,1,129.99,16.01,146.0
26555,delivered,1,169.9,45.29,215.19
26556,delivered,1,49.9,11.85,61.75
26557,delivered,1,16.48,15.98,32.46
26558,delivered,1,69.9,9.34,79.24
26559,delivered,1,75.0,15.28,90.28
26560,delivered,1,49.99,10.96,60.95
26561,delivered,1,220.0,9.74,229.74
26562,delivered,1,139.9,16.08,155.98
26563,delivered,1,135.0,41.93,176.93
26564,delivered,1,39.9,18.23,58.13
26565,delivered,1,86.9,16.24,103.14
26566,delivered,1,199.0,40.6,239.6
26567,delivered,1,369.0,17.65,386.65
26568,delivered,1,29.0,7.46,36.46
26569,delivered,1,24.99,16.79,41.78
26570,delivered,1,36.99,11.85,48.84
26571,delivered,2,36.99,11.85,48.84
26572,delivered,1,380.0,49.7,429.7
26573,delivered,1,39.9,9.26,49.16
26574,delivered,1,125.9,12.84,138.74
26575,delivered,1,69.9,20.98,90.88
26576,delivered,1,199.0,28.14,227.14
26577,delivered,1,43.0,16.6,59.6
26578,delivered,1,59.9,11.98,71.88
26579,delivered,1,20.0,7.4,27.4
26580,delivered,1,25.99,16.92,42.91
26581,delivered,1,78.0,7.81,85.81
26582,delivered,1,24.9,7.43,32.33
26583,delivered,2,24.9,7.43,32.33
26584,delivered,3,24.9,7.43,32.33
26585,delivered,1,110.0,0.0,110.0
26586,delivered,1,12.99,15.1,28.09
26587,delivered,1,168.98,10.0,178.98
26588,delivered,1,199.9,18.68,218.58
26589,delivered,1,23.9,8.72,32.62
26590,delivered,1,589.0,40.48,629.48
26591,delivered,1,39.0,13.71,52.71
26592,delivered,1,53.9,18.46,72.36
26593,delivered,1,32.99,16.79,49.78
26594,delivered,1,288.0,20.12,308.12
26595,delivered,1,129.9,8.67,138.57
26596,delivered,1,249.9,40.96,290.86
26597,delivered,1,149.0,44.84,193.84
26598,delivered,1,195.9,16.12,212.02
26599,delivered,1,119.9,18.41,138.31
26600,delivered,1,259.9,18.53,278.43
26601,delivered,1,153.0,33.52,186.52
26602,delivered,1,243.5,35.63,279.13
26603,delivered,1,13.99,11.85,25.84
26604,delivered,1,15.9,7.78,23.68
26605,delivered,1,157.0,21.59,178.59
26606,delivered,1,24.99,7.39,32.38
26607,delivered,1,55.0,22.32,77.32
26608,delivered,1,13.49,18.23,31.72
26609,delivered,1,29.9,8.64,38.54
26610,delivered,1,99.99,14.78,114.77
26611,delivered,1,49.0,15.1,64.1
26612,delivered,1,24.9,11.74,36.64
26613,delivered,1,52.98,12.81,65.79
26614,delivered,1,53.0,8.29,61.29
26615,delivered,1,29.49,13.79,43.28
26616,delivered,1,17.91,14.1,32.01
26617,delivered,1,14.99,7.78,22.77
26618,delivered,1,45.0,16.11,61.11
26619,delivered,1,24.99,15.1,40.09
26620,delivered,1,46.9,15.1,62.0
26621,delivered,2,46.9,15.1,62.0
26622,delivered,1,12.88,12.79,25.67
26623,delivered,1,24.99,7.39,32.38
26624,delivered,1,64.9,19.64,84.54
26625,delivered,1,116.9,14.16,131.06
26626,delivered,1,54.0,18.26,72.26
26627,delivered,1,168.0,17.61,185.61
26628,delivered,1,149.9,21.32,171.22
26629,delivered,1,170.0,25.54,195.54
26630,delivered,1,171.15,17.48,188.63
26631,delivered,1,17.9,15.1,33.0
26632,delivered,1,69.9,8.82,78.72
26633,delivered,2,69.9,8.82,78.72
26634,delivered,1,159.49,17.32,176.81
26635,delivered,1,69.99,11.73,81.72
26636,delivered,1,67.0,18.35,85.35
26637,delivered,1,285.0,8.86,293.86
26638,delivered,1,12.99,9.34,22.33
26639,delivered,2,12.99,9.34,22.33
26640,delivered,1,208.1,43.49,251.59
26641,delivered,1,28.9,16.11,45.01
26642,delivered,1,65.0,7.39,72.39
26643,delivered,1,18.9,7.71,26.61
26644,delivered,1,19.9,7.78,27.68
26645,delivered,1,23.99,14.1,38.09
26646,delivered,1,40.0,11.85,51.85
26647,delivered,1,59.9,5.89,65.79
26648,delivered,2,59.9,5.89,65.79
26649,delivered,3,59.9,5.89,65.79
26650,delivered,1,145.0,18.89,163.89
26651,delivered,1,5.49,12.79,18.28
26652,delivered,2,5.49,12.79,18.28
26653,delivered,3,5.49,12.79,18.28
26654,delivered,4,5.49,12.79,18.28
26655,delivered,1,89.99,19.6,109.59
26656,delivered,1,59.9,14.17,74.07
26657,delivered,1,116.94,16.69,133.63
26658,delivered,1,32.99,15.1,48.09
26659,delivered,1,68.9,19.45,88.35
26660,delivered,1,79.9,19.75,99.65
26661,delivered,1,24.99,18.23,43.22
26662,delivered,1,159.0,15.86,174.86
26663,delivered,1,125.99,23.68,149.67
26664,delivered,2,125.99,23.68,149.67
26665,delivered,1,38.4,17.78,56.18
26666,delivered,1,39.8,12.69,52.49
26667,delivered,1,117.87,18.71,136.58
26668,delivered,1,157.0,18.98,175.98
26669,delivered,1,69.9,8.29,78.19
26670,delivered,1,199.0,23.98,222.98
26671,delivered,1,325.0,10.47,335.47
26672,delivered,1,31.9,16.79,48.69
26673,delivered,2,31.9,16.79,48.69
26674,delivered,1,56.99,21.2,78.19
26675,delivered,1,55.0,12.83,67.83
26676,delivered,1,10.9,6.42,17.32
26677,delivered,2,10.9,6.42,17.32
26678,delivered,3,47.9,12.84,60.74
26679,delivered,1,30.21,15.1,45.31
26680,delivered,1,879.0,32.45,911.45
26681,delivered,1,29.99,15.23,45.22
26682,delivered,1,15.3,8.29,23.59
26683,delivered,1,35.9,11.85,47.75
26684,delivered,1,109.8,45.23,155.03
26685,delivered,1,79.27,12.68,91.95
26686,delivered,2,79.27,12.68,91.95
26687,delivered,1,458.85,24.71,483.56
26688,delivered,1,432.49,36.83,469.32
26689,delivered,1,43.8,11.73,55.53
26690,delivered,1,39.99,12.94,52.93
26691,delivered,1,99.0,33.08,132.08
26692,delivered,1,149.9,23.63,173.53
26693,delivered,1,35.0,8.29,43.29
26694,delivered,1,324.99,18.71,343.7
26695,delivered,1,55.0,7.39,62.39
26696,delivered,1,379.9,154.56,534.46
26697,delivered,1,125.0,18.98,143.98
26698,delivered,1,45.0,7.87,52.87
26699,delivered,1,45.9,8.72,54.62
26700,delivered,1,37.99,17.0,54.99
26701,delivered,1,199.89,12.02,211.91
26702,delivered,1,99.99,14.87,114.86
26703,delivered,1,424.2,55.57,479.77
26704,delivered,1,250.0,16.85,266.85
26705,delivered,1,48.9,11.73,60.63
26706,delivered,1,78.9,18.65,97.55
26707,delivered,1,108.9,20.84,129.74
26708,delivered,1,107.0,15.5,122.5
26709,delivered,1,19.9,11.85,31.75
26710,delivered,1,144.99,29.41,174.4
26711,delivered,1,119.99,14.93,134.92
26712,delivered,1,109.9,27.72,137.62
26713,delivered,1,59.9,47.93,107.83
26714,delivered,1,124.9,37.78,162.68
26715,delivered,1,66.0,11.96,77.96
26716,delivered,1,141.61,19.14,160.75
26717,delivered,1,108.0,16.52,124.52
26718,delivered,1,67.9,11.09,78.99
26719,delivered,1,279.64,13.35,292.99
26720,delivered,1,51.98,16.33,68.31
26721,delivered,1,110.32,18.87,129.19
26722,delivered,1,219.54,13.67,233.21
26723,delivered,1,26.87,8.42,35.29
26724,delivered,2,74.9,42.11,117.01
26725,delivered,1,59.0,18.29,77.29
26726,delivered,1,19.9,18.23,38.13
26727,delivered,1,149.99,16.35,166.34
26728,delivered,1,149.0,34.84,183.84
26729,delivered,1,99.99,36.36,136.35
26730,delivered,2,99.99,36.36,136.35
26731,delivered,1,179.9,12.76,192.66
26732,delivered,1,341.65,18.15,359.8
26733,delivered,1,50.9,26.9,77.8
26734,delivered,1,59.9,23.0,82.9
26735,delivered,1,78.5,35.14,113.64
26736,delivered,2,84.99,1.76,86.75
26737,shipped,1,69.99,14.24,84.23
26738,shipped,2,69.99,14.24,84.23
26739,shipped,3,69.99,14.24,84.23
26740,delivered,1,62.99,15.19,78.18
26741,delivered,1,68.9,19.72,88.62
26742,delivered,1,19.9,7.4,27.3
26743,delivered,1,89.99,18.51,108.5
26744,delivered,1,79.5,19.8,99.3
26745,delivered,1,38.9,37.04,75.94
26746,delivered,1,110.32,8.03,118.35
26747,delivered,1,69.9,15.24,85.14
26748,delivered,1,16.49,7.87,24.36
26749,delivered,2,16.49,7.87,24.36
26750,delivered,1,39.5,18.78,58.28
26751,delivered,2,51.9,18.78,70.68
26752,delivered,1,119.97,20.14,140.11
26753,delivered,2,119.97,20.14,140.11
26754,delivered,1,34.99,36.75,71.74
26755,delivered,2,34.99,36.75,71.74
26756,delivered,3,34.99,36.75,71.74
26757,delivered,1,69.9,16.25,86.15
26758,delivered,1,34.5,18.34,52.84
26759,delivered,1,22.9,12.48,35.38
26760,delivered,1,103.0,8.49,111.49
26761,delivered,1,59.9,17.67,77.57
26762,delivered,1,138.5,17.16,155.66
26763,delivered,1,36.0,7.78,43.78
26764,delivered,1,165.0,15.91,180.91
26765,delivered,1,99.9,43.11,143.01
26766,delivered,1,29.9,16.95,46.85
26767,delivered,1,12.99,23.21,36.2
26768,delivered,2,12.99,23.21,36.2
26769,delivered,3,83.8,5.12,88.92
26770,delivered,1,239.0,18.92,257.92
26771,delivered,1,69.0,15.23,84.23
26772,delivered,1,528.85,46.84,575.69
26773,delivered,1,699.0,31.95,730.95
26774,delivered,1,199.0,16.14,215.14
26775,delivered,1,135.0,17.88,152.88
26776,delivered,1,59.9,17.67,77.57
26777,delivered,1,119.99,44.64,164.63
